ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact
143,Dangerous,Excessive Liquidated Damages,FR,"clauses pénales, pénalité, plafond, manquement, indemnisation",25,Critical,"Les pénalités dépassent une estimation raisonnable de la perte, pouvant être inapplicables en tant que pénalité.",Plafonner les clauses pénales à 5-10 % de la valeur totale du contrat.,Drainage financier important en cas de manquement mineur et frais juridiques pour contester l'applicabilité.
144,Dangerous,Excessive Liquidated Damages,ID,"ganti rugi yang ditentukan, penalti, batas, pelanggaran, kompensasi",25,Critical,"Denda melebihi estimasi wajar atas kerugian, berpotensi tidak dapat dilaksanakan sebagai penalti.",Batasi ganti rugi yang ditentukan sebesar 5-10% dari total nilai kontrak.,Beban finansial yang signifikan jika terjadi pelanggaran kecil dan biaya hukum untuk menantang keberlakuan.
145,Dangerous,Excessive Termination Fees,EN,"termination fee, exit fee, early termination, penalty",25,Critical,Fees for leaving a contract make termination economically impossible even for cause.,Ensure fees only cover actual unamortized costs and reasonable administrative expenses.,Trapped in unfavorable or obsolete agreements with no viable economic exit path.
146,Dangerous,Excessive Termination Fees,FR,"frais de résiliation, frais de sortie, résiliation anticipée, pénalité",25,Critical,Les frais pour quitter un contrat rendent la résiliation économiquement impossible même pour motif grave.,S'assurer que les frais ne couvrent que les coûts réels non amortis et les frais administratifs raisonnables.,Piégé dans des accords défavorables ou obsolètes sans issue économique viable.
147,Dangerous,Excessive Termination Fees,ID,"biaya pemutusan, biaya keluar, pemutusan dini, penalti",25,Critical,Biaya untuk meninggalkan kontrak membuat pemutusan secara ekonomi mustahil bahkan jika ada alasan.,Pastikan biaya hanya mencakup biaya aktual yang belum diamortisasi dan biaya administratif yang wajar.,Terjebak dalam perjanjian yang tidak menguntungkan atau usang tanpa jalan keluar ekonomi yang layak.
148,Dangerous,Excessive Training Cost Repayment,EN,"training repayment, clawback, training costs, employee debt",20,High,Demands exorbitant repayment of training costs if the employee leaves within a specific window.,"Prorate the repayment amount based on tenure and limit it to actual, documented costs.",Employees feel trapped in a hostile work environment due to artificial debt.
149,Dangerous,Excessive Training Cost Repayment,FR,"remboursement formation, clause dédit-formation, dette employé",20,High,Exige le remboursement exorbitant des frais de formation si l'employé démissionne tôt.,Proratiser le remboursement selon l'ancienneté et le limiter aux coûts réels.,Les employés se sentent piégés dans un environnement hostile à cause d'une dette fictive.
150,Dangerous,Excessive Training Cost Repayment,ID,"pengembalian biaya pelatihan, cakar kembali, utang karyawan",20,High,Menuntut pengembalian biaya pelatihan yang sangat tinggi jika karyawan keluar dalam jangka waktu tertentu.,Proratakan jumlah pengembalian berdasarkan masa kerja dan batasi pada biaya aktual terdokumentasi.,Karyawan merasa terjebak dalam lingkungan kerja yang buruk karena utang buatan.
151,Dangerous,Exclusion of NDA Exceptions,EN,"NDA exceptions, exclude exceptions, carve-outs, absolute secrecy",25,Critical,"Removes standard exceptions to confidentiality (e.g., court orders, public domain).","Retain standard carve-outs, allowing disclosure for court subpoenas and public info.",Contempt of court risks and legally impossible compliance obligations.
152,Dangerous,Exclusion of NDA Exceptions,FR,"exclusion exceptions NDA, secret absolu, ordre tribunal",25,Critical,"Supprime les exceptions standard de confidentialité (ex. ordonnances judiciaires, domaine public).","Conserver les exceptions standard, autorisant la divulgation sur injonction judiciaire.",Risques d'outrage au tribunal et obligations de conformité impossibles.
153,Dangerous,Exclusion of NDA Exceptions,ID,"pengecualian NDA dikecualikan, kerahasiaan mutlak, perintah pengadilan",25,Critical,"Menghapus pengecualian standar untuk kerahasiaan (misal: perintah pengadilan, domain publik).","Pertahankan pengecualian standar, memungkinkan pengungkapan untuk panggilan pengadilan.",Risiko penghinaan terhadap pengadilan dan kewajiban kepatuhan yang tidak mungkin secara hukum.
154,Dangerous,Exclusive Remedial Rights,EN,"sole remedy, exclusive remedy, limit of remedies, waiver of sue",20,High,"Limits the non-breaching party to a single, inadequate remedy (e.g., replacement only) while waiving other legal rights.","Ensure remedies are cumulative and non-exclusive, allowing all legal options.",Inability to claim damages or terminate the contract in cases of severe breach.
155,Dangerous,Exclusive Remedial Rights,FR,"recours exclusif, recours unique, renonciation aux recours, réparation unique",20,High,Limite la partie non défaillante à un recours unique et inadéquat tout en renonçant aux autres droits.,"S'assurer que les recours sont cumulatifs et non exclusifs, préservant les voies légales.",Incapacité à réclamer des dommages-intérêts ou à résilier le contrat en cas de manquement grave.
156,Dangerous,Exclusive Remedial Rights,ID,"pemulihan eksklusif, ganti rugi tunggal, pelepasan hak gugat",20,High,Membatasi pihak yang dirugikan hanya pada satu pemulihan yang tidak memadai (misal: penggantian saja) sambil melepaskan hak hukum lainnya.,"Pastikan pemulihan bersifat kumulatif dan tidak eksklusif, memungkinkan semua opsi hukum.",Ketidakmampuan untuk menuntut ganti rugi atau memutuskan kontrak dalam kasus pelanggaran berat.
157,Dangerous,Exclusivity in Unrelated Markets,EN,"exclusivity, unrelated, non-compete broad",20,High,Preventing you from working with anyone else in unrelated areas.,"Narrow exclusivity to specific, named products or services only.",Massive loss of potential revenue from unrelated opportunities.
158,Dangerous,Exclusivity in Unrelated Markets,FR,"exclusivité, non liée, non-concurrence large",20,High,Empêcher de travailler avec d'autres dans des domaines non liés.,Limiter l'exclusivité à des produits ou services spécifiques.,Perte massive de revenus potentiels.
159,Dangerous,Exclusivity in Unrelated Markets,ID,"eksklusivitas, pasar terkait, non-kompetisi luas",20,High,Mencegah Anda bekerja dengan siapa pun dalam area yang tidak terkait.,Persempit eksklusivitas ke produk atau layanan tertentu.,Kehilangan besar potensi pendapatan dari peluang tidak terkait.
160,Dangerous,Exorbitant Data Reformat Fees,EN,"reformat fee, conversion cost, data extraction fee",25,Critical,"Charging massive, hidden fees to get your data back in a usable format.",Cap fees at actual cost or a pre-agreed hourly rate.,Financial 'ransom' where it costs more to leave than to stay.
161,Dangerous,Exorbitant Data Reformat Fees,FR,"frais de reformatage, coût de conversion, frais d'extraction",25,Critical,Frais cachés massifs pour récupérer les données au format utilisable.,Plafonner les frais au coût réel ou à un taux horaire convenu.,Rançon financière rendant le départ trop coûteux.
162,Dangerous,Exorbitant Data Reformat Fees,ID,"biaya format ulang, biaya konversi, biaya ekstraksi data",25,Critical,Mengenakan biaya tersembunyi besar untuk mendapatkan data format guna.,Batasi biaya pada biaya aktual atau tarif per jam yang disepakati.,Situasi 'tebusan' di mana biaya meninggalkan vendor sangat mahal.
163,Dangerous,Forced Data Localization,EN,"data localization, geography restriction, storage location",20,High,Forces the storage of data in specific high-risk jurisdictions that lack strong privacy protection laws.,Allow hosting only in jurisdictions that offer robust data security and GDPR compliance.,Legal exposure and susceptibility to government data surveillance without warrant.
164,Dangerous,Forced Data Localization,FR,"localisation forcée données, restriction stockage, hébergement local",20,High,Impose le stockage des données dans des juridictions à risque sans lois de protection de la vie privée.,Autoriser l'hébergement uniquement dans des pays offrant une sécurité solide et la conformité RGPD.,Exposition légale et vulnérabilité à la surveillance des données par l'État sans mandat.
165,Dangerous,Forced Data Localization,ID,"lokalisasi data paksa, batasan geografi penyimpanan, lokasi server",20,High,Memaksa penyimpanan data di yurisdiksi berisiko tinggi tertentu yang tidak memiliki undang-undang perlindungan privasi.,Izinkan hosting hanya di yurisdiksi yang menawarkan keamanan data kuat dan kepatuhan GDPR.,Paparan hukum dan kerentanan terhadap pengawasan data pemerintah tanpa surat perintah.
166,Dangerous,Forced Insurance Broker,EN,"broker, insurance",15,Medium,Use expensive broker only.,Allow reputable brokers.,Higher premiums.
167,Dangerous,Forced Insurance Broker,FR,"courtier, assurance",15,Medium,Utiliser uniquement un courtier cher.,Autoriser des courtiers réputés.,Primes plus élevées.
168,Dangerous,Forced Insurance Broker,ID,broker asuransi paksa,15,Medium,Gunakan broker mahal saja.,Izinkan broker bereputasi.,Premi lebih tinggi.
169,Dangerous,Foreign Law Interpretation,EN,"foreign law, interpretation, governing law",20,High,"Contract is interpreted using laws of a foreign, unfamiliar country.",Use local laws or a well-known commercial jurisdiction.,Legal uncertainty and high costs for foreign experts.
170,Dangerous,Foreign Law Interpretation,FR,interprétation selon le droit étranger,20,High,Le contrat est interprété selon une loi étrangère inconnue.,Utiliser le droit local ou une juridiction commerciale connue.,Incertitude juridique et coûts élevés.
171,Dangerous,Foreign Law Interpretation,ID,interpretasi hukum asing,20,High,Kontrak ditafsirkan menggunakan hukum negara asing yang tidak dikenal.,Gunakan hukum lokal atau yurisdiksi komersial yang dikenal.,Ketidakpastian hukum dan biaya tinggi untuk ahli asing.
172,Dangerous,Forfeiture of Accrued Benefits,EN,"forfeit benefits, lose leave, accrued bonuses, termination penalty",25,Critical,Strips employees of accrued benefits like unused vacation days or earned bonuses upon termination.,Ensure all accrued and earned benefits are paid out on termination as required by law.,Loss of earned compensation and high exposure to labor lawsuits.
173,Dangerous,Forfeiture of Accrued Benefits,FR,"perte avantages acquis, congés perdus, bonus annulés",25,Critical,Prive les employés de leurs avantages acquis comme les congés payés non pris lors de la résiliation.,Garantir le paiement de tous les avantages acquis lors du solde de tout compte.,Perte de rémunération légitime et risques élevés de poursuites judiciaires.
174,Dangerous,Forfeiture of Accrued Benefits,ID,"kehilangan manfaat akrual, hangus cuti, bonus hangus, penalti pemutusan",25,Critical,Menghilangkan manfaat akrual karyawan seperti hari libur yang tidak digunakan atau bonus yang didapat saat pemutusan.,Pastikan semua manfaat yang diakrualkan dan didapat dibayarkan saat pemutusan sesuai hukum.,Kehilangan kompensasi yang layak dan paparan tinggi terhadap gugatan hukum.
175,Dangerous,Forfeiture of Partnership Interest,EN,"forfeit interest, lose shares, default forfeiture, exit penalty",25,Critical,Forces the total forfeiture of a partner's shares and capital contribution upon any breach of the agreement.,Replace forfeiture with reasonable buy-out mechanisms at fair market value minus damages.,"Severe asset loss for minor breaches, giving other partners incentive to engineer defaults."
176,Dangerous,Forfeiture of Partnership Interest,FR,"confiscation parts sociales, perte apport capital, pénalité sortie",25,Critical,Impose la perte totale des parts d'un associé et de son capital pour tout manquement.,Remplacer la déchéance par un rachat équitable à la valeur du marché moins les dommages.,"Perte d'actifs sévère pour manquements mineurs, incitant à orchestrer des défauts artificiels."
177,Dangerous,Forfeiture of Partnership Interest,ID,"penyitaan saham kemitraan, saham hangus, penalti default keluar",25,Critical,Memaksa penyitaan total saham dan kontribusi modal mitra atas pelanggaran perjanjian apa pun.,Ganti penyitaan dengan mekanisme pembelian kembali yang wajar pada nilai pasar wajar dikurangi kerugian.,"Kehilangan aset yang parah karena pelanggaran kecil, memberi mitra lain insentif untuk rekayasa default."
178,Dangerous,Free Forever License,EN,"perpetual, free, license",25,Critical,"Forever license, zero fees.",Include annual fees.,Revenue loss.
179,Dangerous,Free Forever License,FR,"perpétuelle, gratuite, licence",25,Critical,Licence éternelle sans frais.,Inclure des frais annuels.,Perte de revenus.
180,Dangerous,Free Forever License,ID,lisensi abadi gratis,25,Critical,"Lisensi selamanya, nol biaya.",Sertakan biaya tahunan.,Hilang pendapatan.
181,Dangerous,Full Indemnity for Affiliates,EN,"indemnify affiliates, subsidiaries, parents, entire group",20,High,"Agreeing to protect not just the customer, but every company they own.",Limit indemnity to the specific entity signing the contract only.,Legal exposure to thousands of unknown companies.
182,Dangerous,Full Indemnity for Affiliates,FR,"indemnisation des affiliés, filiales, groupe entier",20,High,Protéger non seulement le client mais tout son groupe mondial.,Limiter l'indemnisation à la seule entité signataire.,Exposition juridique envers des milliers de sociétés tierces.
183,Dangerous,Full Indemnity for Affiliates,ID,"indemnitas afiliasi, anak perusahaan, seluruh grup",20,High,"Setuju melindungi bukan hanya pelanggan, tapi setiap afiliasi mereka.",Batasi indemnitas hanya pada entitas penandatangan kontrak.,Paparan hukum terhadap ribuan perusahaan yang tidak dikenal.
184,Dangerous,Full Insurance Subrogation Waiver,EN,"waive subrogation, insurance, entire risk",15,Medium,Preventing your insurance company from recovering costs from the guilty party.,Limit the waiver to the extent of actual insurance coverage provided.,Increased insurance premiums and potential loss of coverage for the policyholder.
185,Dangerous,Full Insurance Subrogation Waiver,FR,"renonciation totale à la subrogation, assurance, risque total",15,Medium,Empêche votre assurance de recouvrer les coûts auprès du responsable.,Limiter la renonciation à l'étendue de la couverture d'assurance réelle.,Hausse des primes d'assurance et perte potentielle de couverture.
186,Dangerous,Full Insurance Subrogation Waiver,ID,"melepaskan subrogasi, asuransi, seluruh risiko",15,Medium,Mencegah perusahaan asuransi Anda menagih biaya dari pihak yang bersalah.,Batasi pelepasan pada sejauh mana cakupan asuransi aktual yang disediakan.,Peningkatan premi asuransi dan potensi hilangnya cakupan bagi pemegang polis.
187,Dangerous,Full Repository Access,EN,"repository, code, access",25,Critical,Full code access always.,Limit to escrow events.,IP theft risk.
188,Dangerous,Full Repository Access,FR,"dépôt, code, accès",25,Critical,Accès complet au code toujours.,Limiter aux cas d'escrow.,Risque de vol de PI.
189,Dangerous,Full Repository Access,ID,akses repositori penuh,25,Critical,Akses kode penuh selalu.,Batasi pada escrow.,Risiko curi IP.
190,Dangerous,Indefinite Liability Duration,EN,"survives for X years, liability, claim, no limitation period",25,Critical,Liability for breaches extends indefinitely or for an unreasonable period (e.g. >10 years).,Set a specific limitation period (e.g. 2-3 years).,Perpetual risk of being sued for mistakes long after the project ends.
191,Dangerous,Indefinite Liability Duration,FR,"conserver pendant X ans, responsabilité, réclamation, pas de délai",25,Critical,La responsabilité s'étend indéfiniment ou pour une durée déraisonnable.,Fixer un délai de prescription spécifique (par exemple 2-3 ans).,Risque perpétuel d'être poursuivi pour de vieilles erreurs.
192,Dangerous,Indefinite Liability Duration,ID,"bertahan selama X tahun, tanggung jawab, klaim, tidak ada periode batas",25,Critical,Tanggung jawab atas pelanggaran berlangsung tanpa batas waktu atau untuk waktu yang tidak wajar (misalnya >10 tahun).,Tetapkan periode batas waktu yang spesifik (misalnya 2-3 tahun).,Risiko abadi dituntut atas kesalahan lama setelah proyek berakhir.
193,Dangerous,Indefinite Non-Compete Survival,EN,"non-compete, survives termination, indefinitely",20,High,Preventing you from working in your industry forever after the contract.,Limit the survival of non-compete clauses to 12-24 months.,Professional 'death sentence' preventing future employment.
194,Dangerous,Indefinite Non-Compete Survival,FR,"non-concurrence, survit à la résiliation, indéfiniment",20,High,Interdiction de travailler dans votre secteur pour toujours.,Limiter la durée des clauses de non-concurrence à 12-24 mois.,Mort professionnelle empêchant tout emploi futur chez un concurrent.
195,Dangerous,Indefinite Non-Compete Survival,ID,"non-kompetisi, bertahan setelah pemutusan, selamanya",20,High,Mencegah Anda bekerja di industri Anda selamanya setelah kontrak.,Batasi masa berlaku non-kompetisi hingga maksimal 12-24 bulan.,Hukuman profesional yang mencegah pekerjaan di masa depan.
196,Dangerous,Infinite Cooperation Covenants,EN,"infinite cooperation, post-employment assistance, litigation help",15,Medium,Requires former employees or partners to assist in legal matters indefinitely without compensation.,Set a reasonable term limit and require reimbursement of all expenses and hourly fees.,Ongoing burden of unpaid labor and distraction long after the relationship ends.
197,Dangerous,Infinite Cooperation Covenants,FR,"coopération infinie, assistance post-emploi, aide litiges",15,Medium,Exige des ex-employés ou partenaires qu'ils aident dans les litiges indéfiniment et sans rémunération.,Fixer une limite raisonnable et exiger le remboursement des frais et un taux horaire.,Fardeau permanent d'un travail non rémunéré longtemps après la fin de la relation.
198,Dangerous,Infinite Cooperation Covenants,ID,"kerjasama tanpa batas, bantuan pasca-kerja, bantuan litigasi",15,Medium,Mengharuskan mantan karyawan atau mitra membantu urusan hukum tanpa batas waktu tanpa kompensasi.,Tetapkan batas waktu yang wajar dan wajibkan ganti rugi untuk semua biaya serta tarif per jam.,Beban terus-menerus berupa kerja gratis dan gangguan lama setelah hubungan berakhir.
199,Dangerous,Injunction Without Bond,EN,"injunctive relief, without bond, waive bond, restraining order",20,High,Allows the disclosing party to seek an injunction without posting a bond or security.,Require the disclosing party to post a reasonable bond to cover potential damages.,Immediate stoppage of business operations without financial security for wrongful injunctions.
200,Dangerous,Injunction Without Bond,FR,"injonction sans caution, référé sans garantie, ordonnance restrictive",20,High,Permet à la partie divulgatrice de demander une injonction sans fournir de caution.,Exiger que la partie divulgatrice dépose une caution pour couvrir les dommages potentiels.,Arrêt immédiat des opérations sans garantie financière en cas d'injonction injustifiée.
201,Dangerous,Injunction Without Bond,ID,"putusan sela tanpa jaminan, injungsi tanpa obligasi, perintah penahanan",20,High,Mengizinkan pihak pengungkap mengajukan putusan sela tanpa menyerahkan jaminan atau obligasi.,Wajibkan pihak pengungkap memberikan jaminan wajar untuk menutup potensi kerugian.,Penghentian langsung operasi bisnis tanpa pengamanan finansial jika putusan sela tersebut salah.
202,Dangerous,Invasive Surveillance Rights,EN,"surveillance, monitoring, keystroke, webcam",20,High,Allowing a customer to spy on staff using digital tools.,Prohibit invasive monitoring; rely on output-based metrics.,Severe drop in morale and violation of labor privacy laws.
203,Dangerous,Invasive Surveillance Rights,FR,"surveillance, monitoring, enregistreur de frappe, webcam",20,High,Permettre au client d'espionner le personnel via des outils numériques.,Interdire la surveillance invasive ; utiliser des indicateurs de performance.,Chute du moral et violation des lois sur la vie privée.
204,Dangerous,Invasive Surveillance Rights,ID,"surveilans, pemantauan, keystroke, webcam",20,High,Mengizinkan pelanggan memata-matai staf menggunakan alat digital.,Larang pemantauan invasif; andalkan metrik kinerja output.,Penurunan moral parah dan pelanggaran UU privasi tenaga kerja.
205,Dangerous,Irrevocable Power of Attorney,EN,"power of attorney, POA, irrevocable, sign on behalf",25,Critical,Giving the counterparty the right to sign legal documents in your name.,Avoid granting broad POAs; use 'further assurances' clauses instead.,Unauthorized changes to your legal status or property without your consent.
206,Dangerous,Irrevocable Power of Attorney,FR,"procuration irrévocable, POA, signer au nom de",25,Critical,Donner à la contrepartie le droit de signer des documents en votre nom.,Éviter les procurations larges ; utiliser des clauses d'assurance complémentaire.,Changements non autorisés de votre statut sans votre consentement.
207,Dangerous,Irrevocable Power of Attorney,ID,"kuasa hukum, POA, tidak dapat dibatalkan, menandatangani atas nama",25,Critical,Memberikan hak kepada lawan janji untuk menandatangani dokumen hukum atas nama Anda.,Hindari pemberian POA yang luas; gunakan klausul 'jaminan lebih lanjut' sebagai gantinya.,Perubahan tidak sah pada status hukum atau properti Anda tanpa persetujuan Anda.
208,Dangerous,Irrevocable Waiver,EN,"irrevocable waiver, waive all rights, absolute release, final waiver",20,High,Permanent loss of fundamental legal protections and the right to sue.,Consult legal counsel before waiving any rights permanently.,Permanent loss of fundamental legal protections and the right to sue.
209,Dangerous,Irrevocable Waiver,FR,"renonciation irrévocable, renoncer à tous les droits, décharge absolue",20,High,Perte permanente des protections juridiques fondamentales.,Consulter un conseiller juridique avant de renoncer à tout droit.,Permanent loss of fundamental legal protections and the right to sue.
210,Dangerous,Irrevocable Waiver,ID,"pelepasan hak yang tidak dapat dibatalkan, mengesampingkan hak sepenuhnya, pelepasan hak mutlak",20,High,Anda menyerahkan perlindungan hukum dasar Anda selamanya.,Hapus kata 'tidak dapat dibatalkan' atau batasi cakupan pelepasan hak.,Permanent loss of fundamental legal protections and the right to sue.
211,Dangerous,Jurisdiction in Tax Haven,EN,"jurisdiction, tax haven, remote island",20,High,Disputes must be settled in a tiny country with opaque laws.,"Seek jurisdiction in a recognized commercial hub (e.g., NY, London).",Extremely difficult and expensive to bring any legal claim.
212,Dangerous,Jurisdiction in Tax Haven,FR,"juridiction, paradis fiscal, île lointaine",20,High,Litiges réglés dans un pays aux lois opaques et coûts élevés.,Rechercher une juridiction dans un centre commercial reconnu.,Extrêmement difficile et coûteux d'engager une action.
213,Dangerous,Jurisdiction in Tax Haven,ID,"yurisdiksi, surga pajak, pulau terpencil",20,High,Sengketa harus diselesaikan di negara kecil dengan hukum tidak transparan.,"Cari yurisdiksi di pusat komersial utama (misal: London, SG).",Sangat sulit dan mahal mengajukan klaim hukum terhadap vendor.
214,Dangerous,Key Personnel Forced Change,EN,"key personnel, change",20,High,Demand firing top staff.,Change only for cause.,Loss of knowledge.
215,Dangerous,Key Personnel Forced Change,FR,"personnel clé, changement",20,High,Exiger le licenciement du top staff.,Changer seulement pour motif grave.,Perte de savoir.
216,Dangerous,Key Personnel Forced Change,ID,ganti staf inti paksa,20,High,Tuntut pecat staf inti.,Ganti hanya jika bermasalah.,Hilang ilmu.
217,Dangerous,Liquidated Damages for Late Reporting,EN,"liquidated damages, reporting, penalty",20,High,Paying a massive fine for being one day late on a status report.,Replace fixed penalties with a cure period or reasonable fees.,Disproportionate financial loss for minor clerical delays.
218,Dangerous,Liquidated Damages for Late Reporting,FR,"pénalités, rapports, amende",20,High,Amende massive pour un jour de retard sur un rapport d'activité.,Remplacer les pénalités par un délai de grâce.,Perte financière disproportionnée pour des retards administratifs.
219,Dangerous,Liquidated Damages for Late Reporting,ID,"ganti rugi, pelaporan, penalti",20,High,Membayar denda besar karena terlambat satu hari laporan status.,Ganti penalti tetap dengan periode perbaikan atau biaya wajar.,Kerugian finansial tidak proporsional untuk keterlambatan klerikal.
220,Dangerous,Loss of License on Dispute,EN,"loss of license, dispute revocation, terminate license, billing dispute cut",25,Critical,Allows the vendor to revoke software licenses immediately if there is a billing dispute.,"Prohibit license revocation during active good-faith disputes, provided payments are escrowed.",Vendor leverages license shut-off to force payment of disputed or erroneous invoices.
221,Dangerous,Loss of License on Dispute,FR,"perte licence en cas litige, révocation licence, coupure service dispute",25,Critical,Permet au fournisseur de révoquer les licences immédiatement en cas de litige de facturation.,Interdire la révocation de licence pendant un litige actif mené de bonne foi.,Le fournisseur utilise la coupure de licence comme moyen de pression pour facturer.
222,Dangerous,Loss of License on Dispute,ID,"kehilangan lisensi saat perselisihan, pencabutan lisensi sengketa billing",25,Critical,Mengizinkan vendor mencabut lisensi perangkat lunak segera jika terjadi perselisihan tagihan.,"Larang pencabutan lisensi selama sengketa iktikad baik yang aktif, asal pembayaran dititipkan.",Vendor memanfaatkan penutupan lisensi untuk memaksa pembayaran faktur yang disengketakan.
223,Dangerous,Mandatory API Deprecation,EN,"API deprecation, obsolete API, forced upgrade, API change",20,High,"Allows the vendor to decommission APIs on very short notice, forcing instant client upgrades.",Require at least 12 months notification and support for deprecated APIs.,Operational disruption and emergency software development costs to prevent service outage.
224,Dangerous,Mandatory API Deprecation,FR,"dépréciation API obligatoire, API obsolète, mise à niveau forcée",20,High,"Permet au fournisseur de désactiver des API sous préavis court, imposant des mises à jour immédiates.",Exiger au moins 12 mois de préavis et de support pour les API obsolètes.,Perturbation opérationnelle et coûts de développement d'urgence pour éviter les pannes.
225,Dangerous,Mandatory API Deprecation,ID,"penghentian API wajib, API usang, upgrade paksa, perubahan API",20,High,"Mengizinkan vendor untuk menghentikan API dengan pemberitahuan singkat, memaksa upgrade instan klien.",Wajibkan pemberitahuan minimal 12 bulan dan dukungan untuk API yang dihentikan.,Gangguan operasional dan biaya pengembangan perangkat lunak darurat untuk mencegah mati layanan.
226,Dangerous,Mandatory Client List Disclosure,EN,"client list, disclosure",25,Critical,Reveal all your other users.,Protect proprietary secrets.,Loss of advantage.
227,Dangerous,Mandatory Client List Disclosure,FR,"liste clients, divulgation",25,Critical,Révéler tous vos autres utilisateurs.,Protéger les secrets commerciaux.,Perte d'avantage.
228,Dangerous,Mandatory Client List Disclosure,ID,ungkap daftar klien wajib,25,Critical,Buka semua pengguna lain.,Lindungi rahasia dagang.,Hilang keunggulan.
229,Dangerous,Mandatory Collateral Replenishment,EN,"collateral replenishment, margin call, additional security, top up collateral",20,High,Allows the lender to demand additional collateral if the market value of existing collateral drops.,Include reasonable valuation methodologies and set realistic thresholds for margin calls.,"Forces the borrower to lock up additional capital or assets, draining liquidity."
230,Dangerous,Mandatory Collateral Replenishment,FR,"reconstitution obligatoire garanties, appel de marge, sûreté additionnelle",20,High,Permet au prêteur d'exiger des garanties supplémentaires si la valeur marchande des garanties existantes baisse.,Inclure des méthodes d'évaluation équitables et fixer des seuils d'appel de marge réalistes.,"Force l'emprunteur à immobiliser du capital ou des actifs supplémentaires, affectant la trésorerie."
231,Dangerous,Mandatory Collateral Replenishment,ID,"pengisian kembali kolateral wajib, margin call, jaminan tambahan",20,High,Mengizinkan pemberi pinjaman menuntut jaminan tambahan jika nilai pasar dari jaminan yang ada turun.,Sertakan metodologi penilaian yang wajar dan tetapkan ambang batas realistis untuk margin call.,"Memaksa peminjam untuk mengunci modal atau aset tambahan, menguras likuiditas."
232,Dangerous,Mandatory Confession of Judgment,EN,"confession of judgment, cognovit, attorney-in-fact, entry of judgment",25,Critical,Allows the counterparty to enter a judgment against you without a trial.,Never agree to a confession of judgment; it bypasses all due process.,Bank accounts frozen and assets seized without any prior notice or defense.
233,Dangerous,Mandatory Confession of Judgment,FR,"confession de jugement, cognovit, mandataire, inscription de jugement",25,Critical,Permet à la contrepartie d'obtenir un jugement contre vous sans procès.,Ne jamais accepter de confession de jugement ; cela contourne toute procédure.,Comptes gelés et actifs saisis sans préavis ni défense préalable.
234,Dangerous,Mandatory Confession of Judgment,ID,"pengakuan putusan, cognovit, kuasa hukum, entri putusan",25,Critical,Memungkinkan lawan janji memasukkan putusan terhadap Anda tanpa persidangan.,Jangan pernah menyetujui pengakuan putusan; ini mengabaikan semua proses hukum.,Rekening bank dibekukan dan aset disita tanpa pemberitahuan atau pembelaan sebelumnya.
235,Dangerous,Mandatory Employee Relocation,EN,"mandatory relocation, transfer location, forced move",15,Medium,Allows the company to relocate the employee to any office worldwide with minimal notice.,Require mutual agreement for permanent relocations and mandate relocation assistance.,"Significant personal disruption for the employee, leading to constructive dismissal."
236,Dangerous,Mandatory Employee Relocation,FR,"mobilité obligatoire, mutation forcée, transfert de bureau",15,Medium,Permet à l'entreprise de muter l'employé dans n'importe quel bureau avec un préavis minimal.,Exiger l'accord mutuel pour les mutations définitives et fournir une aide financière.,"Perturbation personnelle majeure pour l'employé, pouvant forcer à la démission."
237,Dangerous,Mandatory Employee Relocation,ID,"relokasi karyawan wajib, pindah lokasi paksa, transfer kantor",15,Medium,Mengizinkan perusahaan memindahkan karyawan ke kantor mana pun di seluruh dunia dengan pemberitahuan minimal.,Wajibkan persetujuan bersama untuk pemindahan permanen dan berikan tunjangan relokasi.,"Gangguan pribadi yang signifikan bagi karyawan, mengarah pada penghentian tersembunyi."
238,Dangerous,Mandatory Foreign Arbitration,EN,"arbitration, jurisdiction, venue, governing law, foreign",20,High,Forces disputes into expensive and distant jurisdictions that may be biased or unfamiliar.,Seek local arbitration or a mutually agreed neutral international venue with clear rules.,High legal costs and extreme difficulty in defending or bringing legitimate claims.
239,Dangerous,Mandatory Foreign Arbitration,FR,"arbitrage, juridiction, lieu, loi applicable, étranger",20,High,Force le règlement des litiges dans des juridictions étrangères coûteuses et lointaines qui peuvent être partiales.,Rechercher un arbitrage local ou un lieu international neutre convenu d'un commun accord.,Frais juridiques élevés et difficulté extrême à défendre ou à présenter des réclamations légitimes.
240,Dangerous,Mandatory Foreign Arbitration,ID,"arbitrase, yurisdiksi, tempat, hukum yang mengatur, asing",20,High,Memaksa penyelesaian sengketa di yurisdiksi asing yang mahal dan jauh yang mungkin bias atau tidak dikenal.,Cari arbitrase lokal atau tempat internasional netral yang disepakati bersama dengan aturan yang jelas.,Biaya hukum yang tinggi dan kesulitan ekstrem dalam membela atau mengajukan klaim yang sah.
241,Dangerous,Mandatory Hardware Refresh,EN,"must upgrade, mandatory hardware, annual refresh",20,High,Forcing the customer to buy new hardware every year regardless of need.,Link refreshes to objective performance drops or end-of-life dates.,Wasteful capital expenditure on equipment that is still functional.
242,Dangerous,Mandatory Hardware Refresh,FR,"mise à jour obligatoire, matériel obligatoire, renouvellement annuel",20,High,Forcer le client à acheter du matériel neuf chaque année.,Lier les renouvellements à des baisses de performance objectives.,Dépenses inutiles pour des équipements toujours fonctionnels.
