ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact
727,Detection,Source Code Escrow,ID,"escrow kode sumber, peristiwa pelepasan, deposit, kelangsungan perangkat lunak",0,Low,Mengidentifikasi ketentuan untuk menyetorkan kode kepada pihak ketiga untuk perlindungan.,N/A,Melindungi pelanggan jika vendor perangkat lunak bangkrut atau menghentikan dukungan.
728,Detection,Source Code Escrow,FR,"séquestre de code source, événement de libération, continuité logicielle",0,Low,Identifie les dispositions de dépôt de code auprès d'un tiers pour protection.,N/A,Protège le client si l'éditeur de logiciels fait faillite ou cesse son support.
729,Detection,Transition Assistance,ID,"bantuan transisi, layanan keluar, serah terima, dekomisioning, migrasi",0,Low,Mendeteksi kewajiban untuk membantu perpindahan ke penyedia baru di akhir kontrak.,N/A,Mengurangi gesekan dan kesenjangan layanan saat berganti vendor atau membawa layanan ke internal.
730,Detection,Transition Assistance,FR,"assistance à la transition, services de sortie, passation, migration",0,Low,Détecte les obligations d'aider au passage vers un nouveau prestataire en fin de contrat.,N/A,Réduit les frictions et les lacunes de service lors du changement de fournisseur.
731,Detection,Records Retention,ID,"retensi catatan, jejak audit, penyimpanan dokumen, periode wajib",0,Low,Mengidentifikasi persyaratan untuk menyimpan catatan bisnis selama jangka waktu tertentu.,N/A,Menjamin ketersediaan dokumen untuk audit di masa mendatang atau sengketa hukum.
732,Detection,Records Retention,FR,"conservation des dossiers, piste d'audit, stockage de documents",0,Low,Identifie l'exigence de conserver les dossiers commerciaux pendant une période donnée.,N/A,Assure la disponibilité des documents pour les audits futurs ou les litiges.
733,Detection,Modern Slavery,ID,"perbudakan modern, kerja paksa, transparansi rantai pasokan, hak asasi manusia",0,Low,Mendeteksi kepatuhan terhadap standar hak asasi manusia dan tenaga kerja dalam rantai pasokan.,N/A,Mengurangi risiko ESG dan menjamin kepatuhan terhadap regulasi transparansi.
734,Detection,Modern Slavery,FR,"esclavage moderne, travail forcé, transparence de la chaîne d'approvisionnement",0,Low,Détecte la conformité aux normes des droits de l'homme dans la chaîne d'approvisionnement.,N/A,Réduit les risques ESG et assure la conformité aux règlements de transparence.
735,Detection,Sanctions Compliance,ID,"OFAC, daftar sanksi, pihak terlarang, embargo perdagangan",0,Low,Mengidentifikasi larangan bertransaksi dengan entitas atau negara yang terkena sanksi.,N/A,Mencegah penalti finansial yang berat dan dakwaan pidana atas perdagangan ilegal.
736,Detection,Sanctions Compliance,FR,"conformité aux sanctions, liste des sanctions, embargo commercial",0,Low,Identifie les interdictions de traiter avec des entités ou des pays sanctionnés.,N/A,Prévient les sanctions financières lourdes et les poursuites pénales.
737,Detection,Health and Safety,ID,"kesehatan dan keselamatan, OSHA, keselamatan tempat kerja, alat pelindung",0,Low,Mendeteksi kewajiban terkait pemeliharaan lingkungan kerja yang aman.,N/A,Mengurangi kecelakaan di tempat kerja dan potensi klaim kompensasi pekerja.
738,Detection,Health and Safety,FR,"santé et sécurité, sécurité sur le lieu de travail, équipement de protection",0,Low,Détecte les obligations liées au maintien d'un environnement de travail sûr.,N/A,Réduit les accidents du travail et les réclamations potentielles.
739,Detection,Environmental Compliance,ID,"lingkungan, keberlanjutan, jejak karbon, pembuangan limbah, hijau",0,Low,Mengidentifikasi kewajiban terkait perlindungan lingkungan dan keberlanjutan.,N/A,Menjamin kepatuhan terhadap regulasi hijau dan meningkatkan reputasi perusahaan.
740,Detection,Environmental Compliance,FR,"conformité environnementale, durabilité, empreinte carbone, écologique",0,Low,Identifie les obligations concernant la protection de l'environnement et la durabilité.,N/A,Assure la conformité aux réglementations vertes et améliore la réputation.
741,Detection,Tax Obligations,ID,"PPN, pajak penjualan, pajak penghasilan, gross-up, indemnitas pajak",0,Low,Mendeteksi alokasi tanggung jawab pajak di antara para pihak.,N/A,Mencegah kewajiban pajak yang tidak terduga dan menjamin pelaporan pemerintah yang tepat.
742,Detection,Tax Obligations,FR,"obligations fiscales, TVA, retenue à la source, indemnité fiscale",0,Low,Détecte la répartition des responsabilités fiscales entre les parties.,N/A,Prévient les passifs fiscaux imprévus et assure les déclarations appropriées.
743,Detection,Insurance Requirements,ID,"tanggung jawab umum, indemnitas profesional, kompensasi pekerja, batas polis",0,Low,Mengidentifikasi jenis dan jumlah cakupan asuransi yang diwajibkan.,N/A,Menjamin bahwa risiko didukung oleh asuransi, melindungi keuangan kedua belah pihak.
744,Detection,Insurance Requirements,FR,"exigences d'assurance, responsabilité civile, limites de police",0,Low,Identifie les types et montants de couverture d'assurance requis.,N/A,Assure que les risques sont couverts, protégeant les finances des deux parties.
745,Detection,Publicity Rights,ID,"publisitas, rilis pers, penggunaan logo, pemasaran, dukungan",0,Low,Mendeteksi aturan penggunaan nama atau logo pihak lain dalam pemasaran.,N/A,Mencegah penggunaan aset merek tanpa izin dan mengontrol pesan publik.
746,Detection,Publicity Rights,FR,"droits publicitaires, communiqué de presse, utilisation du logo, marketing",0,Low,Détecte les règles d'utilisation du nom ou du logo de l'autre partie.,N/A,Prévient l'utilisation non autorisée de la marque et contrôle les messages publics.
747,Detection,Non-Solicitation,ID,"non-solisitasi, poaching, perekrutan, pembatasan rekrutmen",0,Low,Mengidentifikasi pembatasan dalam mempekerjakan karyawan atau kontraktor pihak lain.,N/A,Melindungi modal manusia dan mencegah pelarian talenta ke mitra atau pesaing.
748,Detection,Non-Solicitation,FR,"non-sollicitation, débauchage, restriction de recrutement",0,Low,Identifie les restrictions à l'embauche des employés ou prestataires de l'autre partie.,N/A,Protège le capital humain et évite la fuite des talents.
749,Detection,Third Party Rights,ID,"hak pihak ketiga, privity, penerima manfaat, penegakan",0,Low,Mendeteksi apakah pihak ketiga dapat menegakkan ketentuan perjanjian.,N/A,Membatasi paparan hukum terhadap entitas yang bukan penandatangan kontrak.
750,Detection,Third Party Rights,FR,"droits des tiers, bénéficiaire, exécution par un tiers",0,Low,Détecte si des tiers peuvent faire appliquer les termes de l'accord.,N/A,Limite l'exposition juridique envers des entités non signataires.
751,Detection,Hardship Clause,ID,"hardship, rebus sic stantibus, ketidakseimbangan ekonomi, negosiasi ulang",0,Low,Mengidentifikasi ketentuan untuk negosiasi ulang ketentuan jika keadaan ekonomi berubah drastis.,N/A,Menyediakan katup pengaman untuk kontrak jangka panjang di pasar yang volatil.
752,Detection,Hardship Clause,FR,"clause d'imprévision, hardship, déséquilibre économique, renégociation",0,Low,Identifie les dispositions de renégociation si l'économie change radicalement.,N/A,Fournit une soupape de sécurité pour les contrats long terme.
753,Detection,Step-in Rights,ID,"step-in, intervensi langsung, perbaikan pelanggaran, pengambilalihan",0,Low,Mendeteksi hak satu pihak untuk mengambil alih operasi jika pihak lain gagal.,N/A,Memungkinkan tindakan korektif segera untuk menjaga layanan kritis.
754,Detection,Step-in Rights,FR,"droits de substitution, intervention directe, reprise en main",0,Low,Détecte le droit d'une partie de reprendre les opérations si l'autre échoue.,N/A,Permet une action corrective immédiate pour maintenir les services critiques.
755,Detection,Performance Bonds,ID,"jaminan pelaksanaan, garansi, deposit keamanan, standby letter of credit",0,Low,Mengidentifikasi jaminan finansial yang diwajibkan untuk menjamin pelaksanaan kontrak.,N/A,Menyediakan pemulihan finansial jika kontraktor gagal memenuhi kewajibannya.
756,Detection,Performance Bonds,FR,"caution de bonne exécution, garantie, dépôt de garantie",0,Low,Identifie la sécurité financière requise pour garantir l'exécution du contrat.,N/A,Fournit un recours financier si l'entrepreneur ne remplit pas ses obligations.
757,Detection,Parent Company Guarantee,ID,"jaminan perusahaan induk, PCG, ultimate holding, dukungan kredit",0,Low,Mendeteksi ketika entitas induk menjamin kinerja anak perusahaan.,N/A,Mengurangi risiko kredit saat berurusan dengan anak perusahaan yang baru dibentuk atau shell.
758,Detection,Parent Company Guarantee,FR,"garantie de la société mère, PCG, support de crédit",0,Low,Détecte quand une société mère garantit la performance de sa filiale.,N/A,Réduit le risque de crédit lors de transactions avec une filiale nouvellement formée.
759,Detection,IP Warranty,ID,"garansi IP, non-infringement, kepemilikan, hak bersih",0,Low,Mengidentifikasi jaminan bahwa IP yang diberikan tidak melanggar hak pihak ketiga.,N/A,Melindungi dari gugatan mahal dari pemegang paten atau hak cipta pihak ketiga.
760,Detection,IP Warranty,FR,"garantie de PI, non-contrefaçon, propriété, titre clair",0,Low,Identifie les garanties que la PI fournie ne viole pas les droits de tiers.,N/A,Protège contre les poursuites coûteuses de détenteurs de brevets tiers.
761,Detection,Most Favored Nation,ID,"most favored nation, MFN, paritas harga, harga terbaik",0,Low,Mendeteksi persyaratan untuk memberikan harga yang sama atau lebih baik seperti yang diberikan kepada orang lain.,N/A,Menjamin pelanggan menerima tarif pasar paling kompetitif yang tersedia.
762,Detection,Most Favored Nation,FR,"clause de la nation la plus favorisée, MFN, parité de prix",0,Low,Détecte les exigences de fournir des prix identiques ou meilleurs qu'à d'autres.,N/A,Garantit au client les tarifs les plus compétitifs du marché.
763,Detection,Benchmarking,ID,"benchmarking, tinjauan pasar, penyesuaian harga, analisis kompetitif",0,Low,Mengidentifikasi hak untuk meninjau harga kontrak terhadap standar pasar.,N/A,Mencegah pembayaran di atas tarif pasar untuk perjanjian layanan jangka panjang.
764,Detection,Benchmarking,FR,"benchmarking, étude de marché, ajustement de prix",0,Low,Identifie le droit de réviser les prix du contrat par rapport au marché.,N/A,Empêche de payer des tarifs supérieurs au marché pour des services long terme.
765,Detection,Key Personnel,ID,"personel kunci, staf yang disebutkan, penggantian, kontak utama",0,Low,Mendeteksi klausul yang mengidentifikasi individu spesifik yang vital bagi proyek.,N/A,Menjamin konsistensi dalam manajemen proyek dan keahlian khusus.
766,Detection,Key Personnel,FR,"personnel clé, personnel nommé, remplacement, contact principal",0,Low,Détecte les clauses identifiant des individus spécifiques vitaux pour le projet.,N/A,Assure la cohérence de la gestion de projet et de l'expertise.
767,Detection,Subcontracting Approval,ID,"subkontrak, persetujuan sebelumnya, delegasi, penyedia pihak ketiga",0,Low,Mengidentifikasi apakah subkontrak memerlukan izin dari pihak lain.,N/A,Menjaga kontrol atas siapa yang sebenarnya melakukan pekerjaan kontrak.
768,Detection,Subcontracting Approval,FR,"sous-traitance, accord préalable, déléguer, prestataire tiers",0,Low,Identifie si la sous-traitance nécessite l'autorisation de l'autre partie.,N/A,Maintient le contrôle sur qui exécute réellement le travail contractuel.
769,Detection,Governing Law,ID,"hukum yang mengatur, pilihan hukum, yurisdiksi, hukum yang berlaku",0,Low,Mengidentifikasi sistem hukum yang akan menafsirkan kontrak.,N/A,Memberikan kepastian tentang bagaimana sengketa hukum akan diadili.
770,Detection,Governing Law,FR,"loi applicable, choix de loi, juridiction",0,Low,Identifie le système juridique qui interprétera le contrat.,N/A,Fournit une certitude sur la manière dont les litiges seront jugés.
771,Detection,Anti-Money Laundering,ID,"AML, pencucian uang, KYC, kenali pelanggan Anda, beneficial owner",0,Low,Mendeteksi persyaratan untuk memverifikasi identitas mitra bisnis.,N/A,Mencegah keterlibatan dalam aktivitas keuangan ilegal and denda regulasi.
772,Detection,Anti-Money Laundering,FR,"anti-blanchiment, AML, KYC, connaissance du client",0,Low,Détecte les exigences de vérification de l'identité des partenaires commerciaux.,N/A,Prévient l'implication dans des activités financières illégales.
773,Detection,Force Majeure,ID,"keadaan kahar, force majeure, pandemi, perang, pemogokan, tak terduga",0,Low,Mengidentifikasi keadaan di mana kinerja dimaafkan karena kejadian luar.,N/A,Mengalokasikan risiko kejadian katastrofik di luar kendali manusia.
774,Detection,Force Majeure,FR,"force majeure, cas fortuit, pandémie, guerre, grève",0,Low,Identifie les cas où l'exécution est excusée par des événements extérieurs.,N/A,Alloue le risque d'événements catastrophiques hors de contrôle humain.

61,Missing,Governing Law,ALL,MISSING_KEYWORD,15,Medium,Tanpa hukum yang jelas kontrak sulit ditegakkan secara hukum.,Tambahkan klausul hukum yang mengatur (contoh: Hukum Republik Indonesia).,Legal uncertainty makes enforcement extremely difficult and unpredictable.
62,Missing,Termination,ALL,MISSING_KEYWORD,10,Medium,Tanpa klausul penghentian Anda mungkin terjebak dalam kontrak selamanya.,Tambahkan hak untuk mengakhiri kontrak dengan pemberitahuan tertulis 30 hari.,Creates a risk of being forced to continue a non-performing or obsolete agreement.
63,Missing,Payment,ALL,MISSING_KEYWORD,15,Medium,"The contract does not contain clear payment terms, billing procedures, compensation amounts, due dates, or payment obligations.","Add a Payment Clause defining payment amounts, invoicing procedures, due dates, accepted payment methods, penalties for late payment, and dispute resolution procedures for billing issues.","Absence of payment terms may create billing disputes, delayed payments, collection difficulties, and financial uncertainty between the parties."
64,Missing,Liability,ALL,MISSING_KEYWORD,15,Medium,Tanpa batasan tanggung jawab risiko finansial menjadi tidak terukur.,Tambahkan batas maksimal ganti rugi (misal: senilai kontrak).,Exposes the company to unlimited financial damages for even minor errors.
65,Missing,Confidentiality,ALL,MISSING_KEYWORD,10,Medium,Rahasia dagang atau data perusahaan Anda tidak terlindungi.,Tambahkan kewajiban menjaga kerahasiaan data selama dan sesudah kontrak.,Failure to protect proprietary information can lead to loss of competitive advantage.
66,Missing,Force Majeure,ALL,MISSING_KEYWORD,10,Medium,Anda tetap wajib membayar/bekerja meski terjadi bencana alam.,Tambahkan klausul keadaan kahar (gempa bumi kerusuhan dll).,Parties remain strictly liable for performance during uncontrollable disasters.
67,Missing,Dispute Resolution,ALL,MISSING_KEYWORD,10,Medium,Tidak ada mekanisme penyelesaian jika terjadi konflik.,Tentukan forum penyelesaian (misal: Arbitrase BANI atau Pengadilan Negeri).,Increases legal costs and delays if conflicts arise without an agreed forum.
68,Missing,Scope of Work,ALL,MISSING_KEYWORD,15,Medium,Pekerjaan dapat bertambah tanpa batas karena tidak didefinisikan.,Lampirkan detail pekerjaan atau ruang lingkup yang jelas.,Leads to 'scope creep' where additional work is demanded without payment.
69,Missing,Intellectual Property,ALL,MISSING_KEYWORD,15,Medium,Kepemilikan karya yang dibuat bisa diklaim sepihak.,Tegaskan bahwa HAKI tetap milik pencipta atau dialihkan secara resmi.,Risk of losing ownership of innovations or creative works developed under the contract.
70,Missing,Assignment,ALL,MISSING_KEYWORD,5,Low,Pihak lain bisa mengalihkan kontrak ini ke orang asing tanpa izin Anda.,Tambahkan larangan pengalihan kontrak tanpa persetujuan tertulis.,The contract could be transferred to a low-quality or untrustworthy third party.
71,Missing,Amendment,ALL,MISSING_KEYWORD,5,Low,Kontrak bisa diubah secara lisan yang sulit dibuktikan.,Tegaskan bahwa perubahan kontrak harus tertulis (addendum).,Creates ambiguity and potential fraud through undocumented verbal changes.
72,Missing,Insurance,ALL,MISSING_KEYWORD,5,Low,Tidak ada jaminan jika terjadi kecelakaan kerja atau kerusakan fisik.,Minta pihak penyedia memiliki asuransi yang relevan.,The company may have to pay directly for damages if the other party is insolvent.
73,Missing,Data Protection,ALL,MISSING_KEYWORD,10,Medium,Risiko kebocoran data pribadi (GDPR/UU PDP) tidak diatur.,Tambahkan klausul kepatuhan perlindungan data pribadi.,Severe regulatory fines and reputational damage due to privacy law violations.
74,Missing,Audit Rights,ALL,MISSING_KEYWORD,5,Low,Anda tidak bisa memeriksa apakah laporan keuangan mereka jujur.,Tambahkan hak audit tahunan atas laporan terkait kontrak.,Inability to verify billing accuracy or compliance with key contract terms.
75,Missing,Severability,ALL,MISSING_KEYWORD,5,Low,Satu pasal cacat hukum bisa membatalkan seluruh isi kontrak.,Tambahkan pasal yang menyatakan pasal lain tetap berlaku jika satu pasal batal.,A single invalid provision could jeopardize the validity of the entire agreement.
76,Missing,Entire Agreement,ALL,MISSING_KEYWORD,5,Low,Janji lisan sebelum kontrak bisa dianggap tetap berlaku.,Tegaskan bahwa kontrak ini adalah satu-satunya kesepakatan yang sah.,Allows external claims based on vague prior discussions or oral promises.
77,Missing,Language Clause,ALL,MISSING_KEYWORD,5,Low,Jika ada perbedaan interpretasi bahasa tidak ada bahasa yang dimenangkan.,Tentukan bahasa utama yang berlaku (misal: Bahasa Indonesia).,Conflict between different language versions can lead to costly interpretation battles.
78,Missing,Indemnification,ALL,MISSING_KEYWORD,10,Medium,Anda mungkin harus membayar pengacara sendiri saat digugat pihak ketiga.,Tambahkan klausul ganti rugi jika ada gugatan dari pihak luar.,Significant legal expenses if sued by a third party for the counterparty's mistakes.
79,Missing,Notice,ALL,MISSING_KEYWORD,5,Low,"The contract does not contain a formal notice provision defining how communications, legal notices, or contract-related notifications must be delivered between parties.","Add a Notice Clause specifying acceptable delivery methods, notification addresses, communication timelines, and proof-of-delivery requirements.",Absence of a notice clause may create disputes regarding formal communications between parties and may result in uncertainty about whether important notifications were properly delivered.
80,Missing,Non-Compete,ALL,MISSING_KEYWORD,10,Medium,Mantan mitra bisa langsung menjadi kompetitor Anda.,Tambahkan larangan persaingan selama masa tertentu.,Immediate loss of market share to a party that just learned your business secrets.
165,Missing,Missing Service Level Clause,ALL,N/A,20,High,Absence of performance metrics makes it impossible to hold providers accountable.,Include specific SLAs with measurable KPIs and associated service credits.,Service quality may degrade without any legal or financial recourse for the customer.
166,Missing,Missing Cybersecurity Clause,ALL,N/A,20,High,No contractual requirement for data security leaves the organization vulnerable.,Add a comprehensive security schedule defining encryption and audit standards.,Increased risk of uncompensated data breaches and regulatory (GDPR) non-compliance.
167,Missing,Missing Data Retention Clause,ALL,N/A,15,Medium,Data may be kept indefinitely, increasing storage costs and privacy risks.,Specify clear timelines for data deletion or return upon contract termination.
168,Missing,Missing Compliance Clause,ALL,N/A,15,Medium,Failure to mandate legal compliance can lead to indirect involvement in illegal acts.,Require the counterparty to comply with all applicable laws and regulations.,Exposure to 'compliance by association' risks and regulatory investigations.
169,Missing,Missing Tax Provision,ALL,N/A,15,Medium,Ambiguity regarding who pays VAT or withholding tax can lead to disputes.,Explicitly state which party is responsible for specific taxes and gross-ups.,Unexpected price increases of 10-30% due to tax liabilities or assessments.
170,Missing,Missing Audit Cooperation Clause,ALL,N/A,10,Medium,Without a right to audit, you cannot verify the accuracy of billing or compliance.,Add a clause allowing for annual audits of financial and operational records.
171,Missing,Missing Force Majeure Clause,ALL,N/A,10,Medium,Absence of an 'Act of God' clause leaves parties liable for events beyond control.,Include a balanced Force Majeure clause with clear notice requirements.,Severe financial penalties for failure to perform during a pandemic or war.
172,Missing,Missing Termination for Convenience,ALL,N/A,10,Medium,Without this, you may be locked into a contract even if you no longer need the service.,Add a right to terminate with 30-90 days notice for any reason.
173,Missing,Missing IP Indemnity,ALL,N/A,20,High,No protection if the product you purchased infringes a third party's patent.,Require the vendor to defend and indemnify against IP infringement claims.,Millions in potential legal fees and the loss of the right to use critical software.
174,Missing,Missing Anti-Bribery Clause,ALL,N/A,20,High,Lack of anti-corruption warranties exposes the company to criminal liability.,Incorporate standard FCPA/UK Bribery Act compliance and termination rights.,Corporate criminal charges and permanent disqualification from public tenders.
175,Missing,Missing Disaster Recovery Plan,ALL,N/A,20,High,No plan for system restoration after a failure can lead to permanent data loss.,Mandate the provision and regular testing of a Disaster Recovery Plan.,Catastrophic business downtime and permanent loss of customer trust and data.
176,Missing,Missing Change Control,ALL,N/A,10,Medium,Informal changes to scope lead to 'scope creep' and unmanaged cost increases.,Define a formal written process for all contract and project modifications.,Budget overruns and disputes over what was actually agreed for the price.
177,Missing,Missing Insurance Proof,ALL,N/A,10,Medium,If the counterparty causes damage, they may not have the funds to pay.,Require certificates of insurance as a condition precedent to performance.
178,Missing,Missing Transition Assistance,ALL,N/A,15,Medium,The vendor can 'hold data hostage' at the end of the contract term.,Specify obligations for the vendor to assist in migration at contract end.,Business interruption and massive costs to move data to a new platform.
179,Missing,Missing Non-Disclosure Clause,ALL,N/A,15,Medium,Trade secrets shared during the project have no legal protection.,Insert a mutual non-disclosure agreement (NDA) or confidentiality clause.,Loss of competitive advantage and intellectual property to competitors.
180,Missing,Missing Governing Law,ALL,N/A,15,Medium,Legal uncertainty as to which country's laws apply to a dispute.,Clearly state the governing law and the exclusive jurisdiction for disputes.,Expensive 'battle of the forms' and jurisdictional disputes before the case starts.
181,Missing,Missing Dispute Resolution,ALL,N/A,10,Medium,Parties go straight to expensive litigation instead of trying mediation.,Add a multi-tiered dispute resolution clause (negotiation, then mediation).
182,Missing,Missing Modern Slavery Statement,ALL,N/A,10,Medium,Potential for forced labor in the supply chain without oversight.,Require the vendor to provide evidence of modern slavery compliance.,Reputational damage and potential bans from importing goods into certain regions.
183,Missing,Missing Data Processing Agreement,ALL,N/A,20,High,Transferring personal data without a DPA is a direct violation of GDPR.,Execute a formal DPA (Data Processing Agreement) with Standard Contractual Clauses.,Fines up to €20 million or 4% of global turnover from data regulators.
184,Missing,Missing Business Continuity Plan,ALL,N/A,15,Medium,Failure of the vendor's operations could halt your entire business.,Require a BCP and annual certification of its effectiveness.,Interruption of critical services leading to financial loss and brand damage.
185,Missing,Missing Limitation of Liability,ALL,N/A,20,High,The organization has unlimited financial exposure for any breach.,Include a cap on liability (e.g., 100-200% of annual contract fees).
186,Missing,Missing Subcontracting Restriction,ALL,N/A,10,Medium,The vendor can pass your work to an unknown, low-quality third party.,Require prior written consent for all subcontracting activities.
187,Missing,Missing Records Access,ALL,N/A,10,Medium,Inability to verify if you were billed correctly for hours or materials.,Require the vendor to maintain and provide access to project time logs.,Widespread billing inaccuracies and overpayment for services not rendered.
188,Missing,Missing Warranties,ALL,N/A,15,Medium,Buying a product 'as is' means the vendor is not responsible for defects.,Include warranties for 'fitness for purpose' and 'workmanlike manner'.,High costs to repair or replace faulty equipment with no vendor support.
189,Missing,Missing Publicity Control,ALL,N/A,5,Low,The vendor can use your brand to endorse their products without consent.,Include a clause requiring written approval for all press releases.,Loss of control over corporate messaging and brand reputation.
190,Missing,Missing Key Personnel Clause,ALL,N/A,10,Medium,The 'A-team' used to win the bid is replaced by junior staff after signing.,Identify key personnel and require approval for their replacement.,Project delays and lower quality output due to lack of continuity and expertise.
191,Missing,Missing Notice Provisions,ALL,N/A,5,Low,Formal communications may be ignored or claimed to have never arrived.,Define exact addresses and methods (e.g., email vs. certified mail) for notices,Legal notices of termination or breach failing to take effect, leading to delays.
192,Missing,Missing Sanctions Warranty,ALL,N/A,20,High,Risk of doing business with a person or entity on a global blacklist.,Include a warranty that the party is not on any government sanctions lists.,Seizure of assets, heavy fines, and severe criminal penalties.
193,Missing,Missing Hardship Renegotiation,ALL,N/A,10,Medium,Long-term contracts can become economically ruinous if costs spike.,Add a clause allowing for price reviews if costs increase by more than 10%.,Bankrupting a vendor or forcing them to cut corners to avoid losses.
194,Missing,Missing Non-Solicitation,ALL,N/A,10,Medium,Your best employees might be hired away by the client or partner.,Add a mutual non-solicitation clause for the duration of the project.,Loss of proprietary knowledge and the high cost of recruiting replacements.
345,Missing,Missing Site Access Clause,EN,N/A,10,Medium,The contract fails to define how personnel will enter physical locations.,Establish clear access rights and security clearance protocols.,Contractors may be denied entry, leading to project delays and idling costs.
346,Missing,Missing Site Access Clause,ID,N/A,10,Medium,Kontrak gagal menetapkan bagaimana personel akan memasuki lokasi fisik.,Tetapkan hak akses yang jelas dan protokol keamanan.,Kontraktor mungkin ditolak masuk, menyebabkan penundaan proyek.
347,Missing,Missing Site Access Clause,FR,N/A,10,Medium,Le contrat ne définit pas l'accès aux sites physiques.,Établir des droits d'accès clairs et des protocoles d'habilitation.,Retards et coûts d'inactivité dus au refus d'accès.
348,Missing,Missing Maintenance Schedule,EN,N/A,10,Medium,Lack of a defined maintenance plan for hardware or infrastructure.,Include a preventive maintenance schedule with agreed-upon windows.,System performance may degrade over time without vendor accountability.
349,Missing,Missing Maintenance Schedule,ID,N/A,10,Medium,Kurangnya rencana pemeliharaan yang jelas untuk perangkat keras.,Sertakan jadwal pemeliharaan preventif dengan jendela waktu yang disepakati.,Kinerja sistem mungkin menurun tanpa akuntabilitas vendor.
350,Missing,Missing Maintenance Schedule,FR,N/A,10,Medium,Absence de plan de maintenance défini.,Inclure un calendrier de maintenance préventive.,Dégradation des performances sans responsabilité du vendeur.
351,Missing,Missing QA Procedures,EN,N/A,15,Medium,No formal process for testing and quality assurance of deliverables.,Specify mandatory testing phases (UAT, SIT) and acceptance criteria.,Faulty software or equipment may be delivered, causing operational failures.
352,Missing,Missing QA Procedures,ID,N/A,15,Medium,Tidak ada proses formal untuk pengujian hasil kerja.,Tentukan fase pengujian wajib (UAT, SIT) dan kriteria penerimaan.,Sistem yang cacat mungkin dikirimkan, menyebabkan kegagalan operasional.
353,Missing,Missing QA Procedures,FR,N/A,15,Medium,Aucun processus formel de test et d'assurance qualité.,Spécifier les phases de test obligatoires (UAT, SIT) et les critères.,Risque de livraison de systèmes défectueux.
354,Missing,Missing Documentation Clause,EN,N/A,5,Low,The contract does not require user manuals or technical logs.,Mandate the delivery of comprehensive documentation as a condition of final payment.,Difficulty in managing or troubleshooting the system without assistance.
355,Missing,Missing Documentation Clause,ID,N/A,5,Low,Kontrak tidak mengharuskan penyediaan panduan pengguna.,Wajibkan pengiriman dokumentasi sebagai syarat pembayaran akhir.,Kesulitan dalam mengelola sistem tanpa bantuan vendor.
356,Missing,Missing Documentation Clause,FR,N/A,5,Low,Le contrat n'exige pas de manuels ou journaux techniques.,Exiger la livraison d'une documentation complète.,Difficulté à gérer ou dépanner le système sans aide.
357,Missing,Missing Project Milestones,EN,N/A,10,Medium,Delivery is defined as a single event without progress markers.,Break the project into phases with associated deliverables and payments.,No visibility into project delays until the final deadline is missed.
358,Missing,Missing Project Milestones,ID,N/A,10,Medium,Pengiriman didefinisikan sebagai peristiwa tunggal tanpa penanda kemajuan.,Bagi proyek ke dalam fase-fase dengan hasil kerja dan pembayaran.,Tidak ada visibilitas terhadap penundaan sampai tenggat waktu terlewat.
359,Missing,Missing Project Milestones,FR,N/A,10,Medium,Livraison définie comme événement unique sans étapes.,Diviser le projet en phases avec livrables et paiements.,Aucune visibilité sur les retards avant l'échéance finale.
360,Missing,Missing Security Audit Rights,EN,N/A,15,Medium,No right for the customer to verify the vendor's cybersecurity.,Include a right to conduct annual security audits or review SOC2 reports.,Undetected security vulnerabilities could lead to a data breach.
361,Missing,Missing Security Audit Rights,ID,N/A,15,Medium,Tidak ada hak bagi pelanggan untuk memverifikasi keamanan siber vendor.,Sertakan hak untuk melakukan audit keamanan tahunan atau laporan SOC2.,Kerentanan keamanan yang tidak terdeteksi dapat memicu kebocoran data.
362,Missing,Missing Security Audit Rights,FR,N/A,15,Medium,Aucun droit de vérification de la cybersécurité du vendeur.,Inclure un droit d'audit de sécurité annuel ou d'examen SOC2.,Vulnerabilités non détectées pouvant mener à une violation de données.
363,Missing,Missing Ethical Sourcing Warranty,EN,N/A,10,Medium,The vendor is not required to guarantee the ethics of their supply chain.,Require a warranty of compliance with international labor standards.,Exposure to negative publicity for child labor in the supply chain.
364,Missing,Missing Ethical Sourcing Warranty,ID,N/A,10,Medium,Vendor tidak diharuskan menjamin etika rantai pasokan mereka.,Wajibkan jaminan kepatuhan terhadap standar tenaga kerja internasional.,Paparan terhadap publisitas negatif atas praktik kerja yang tidak adil.
365,Missing,Missing Ethical Sourcing Warranty,FR,N/A,10,Medium,Garantie d'éthique de la chaîne d'approvisionnement non requise.,Exiger une garantie de conformité aux normes du travail.,Risque de mauvaise publicité pour travail forcé dans la chaîne.
366,Missing,Missing Conflict of Interest Disclosure,EN,N/A,10,Medium,No requirement to reveal personal relationships that might bias the project.,Insert a mandatory disclosure clause for any potential conflicts.,Fraud and favoritism in purchasing leading to higher costs.
367,Missing,Missing Conflict of Interest Disclosure,ID,N/A,10,Medium,Tidak ada persyaratan untuk mengungkapkan hubungan pribadi yang bias.,Masukkan klausul pengungkapan wajib untuk potensi benturan kepentingan.,Kecurangan dan favoritisme menyebabkan biaya lebih tinggi.
