ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact
730,Dangerous,Mandatory Deposit Relationship,EN,"mandatory deposit, compensating balance, tied deposits, banking relationship",15,Medium,Requires keeping large idle balances at the lender as a loan condition.,Remove or minimize compensating balance requirements.,"Capital is trapped earning nothing, raising the effective cost of the loan."
731,Dangerous,Mandatory Deposit Relationship,FR,"relation de dépôt obligatoire, solde compensatoire, dépôts liés",15,Medium,Exige de maintenir d'importants soldes inactifs chez le prêteur comme condition du prêt.,Supprimer ou minimiser les exigences de solde compensatoire.,"Le capital est immobilisé sans rendement, augmentant le coût réel du prêt."
732,Dangerous,Mandatory Deposit Relationship,ID,"wajib hubungan simpanan, saldo kompensasi, simpanan terikat",15,Medium,Mengharuskan menyimpan saldo menganggur besar di pemberi pinjaman sebagai syarat pinjaman.,Hapus atau minimalkan persyaratan saldo kompensasi.,"Modal terjebak tanpa imbal hasil, menaikkan biaya efektif pinjaman."
733,Dangerous,Late Fee Pyramiding,EN,"late fee pyramiding, stacked fees, fee on fee, compounding penalties",20,High,"Charges new late fees on prior unpaid late fees, stacking endlessly.",Prohibit fees on fees; apply late charges only to unpaid principal.,A small missed payment snowballs into unpayable accumulated penalties.
734,Dangerous,Late Fee Pyramiding,FR,"empilement de frais de retard, frais sur frais, pénalités cumulées",20,High,"Facture de nouveaux frais de retard sur les frais impayés antérieurs, sans fin.",Interdire les frais sur frais; n'appliquer les pénalités qu'au principal impayé.,Un petit retard fait boule de neige en pénalités cumulées impayables.
735,Dangerous,Late Fee Pyramiding,ID,"penumpukan denda keterlambatan, denda atas denda, penalti majemuk",20,High,"Mengenakan denda keterlambatan baru atas denda keterlambatan yang belum dibayar, menumpuk tanpa henti.",Larang denda atas denda; terapkan denda keterlambatan hanya pada pokok yang belum dibayar.,Pembayaran kecil yang terlewat membesar menjadi penalti menumpuk yang tak terbayar.
736,Dangerous,Cure Rights Forfeiture,EN,"cure forfeiture, no second chance, one default, lose cure rights",20,High,Forfeits all cure rights forever after a single past default.,Preserve reasonable cure periods for each separate default event.,Any future stumble becomes instantly fatal with no chance to fix it.
737,Dangerous,Cure Rights Forfeiture,FR,"perte du droit de régularisation, un seul défaut, aucune seconde chance",20,High,Fait perdre tout droit de régularisation à jamais après un seul défaut passé.,Préserver des délais de régularisation raisonnables pour chaque défaut distinct.,"Tout faux pas futur devient immédiatement fatal, sans possibilité de correction."
738,Dangerous,Cure Rights Forfeiture,ID,"hilangnya hak perbaikan, tanpa kesempatan kedua, satu kali default",20,High,Menghapus semua hak perbaikan selamanya setelah satu kali gagal bayar di masa lalu.,Pertahankan periode perbaikan wajar untuk setiap peristiwa gagal bayar terpisah.,Setiap kesalahan di masa depan langsung fatal tanpa kesempatan memperbaikinya.
739,Dangerous,Mandatory Subordination to Future Debt,EN,"subordination, future debt priority, automatic subordination, junior position",20,High,Forces your loan to rank behind unlimited future lender debt automatically.,Cap senior debt baskets and require consent for new senior financing.,Recovery in default shrinks toward zero as senior debt stacks ahead.
740,Dangerous,Mandatory Subordination to Future Debt,FR,"subordination à la dette future, priorité automatique, rang inférieur",20,High,Force votre prêt à passer derrière une dette future illimitée automatiquement.,Plafonner la dette senior et exiger un consentement pour tout nouveau financement senior.,Le recouvrement en cas de défaut tend vers zéro à mesure que la dette senior s'empile.
741,Dangerous,Mandatory Subordination to Future Debt,ID,"subordinasi pada utang masa depan, prioritas otomatis, posisi junior",20,High,Memaksa pinjaman Anda berada di belakang utang pemberi pinjaman masa depan tanpa batas secara otomatis.,Batasi keranjang utang senior dan wajibkan persetujuan untuk pembiayaan senior baru.,Pemulihan saat gagal bayar menyusut mendekati nol karena utang senior menumpuk di depan.
742,Dangerous,Unilateral Covenant Tightening,EN,"covenant tightening, unilateral covenant, ratchet, lender discretion covenants",20,High,Lets the lender tighten financial covenants unilaterally during the term.,Fix covenant levels for the term; require mutual agreement to change them.,Compliant borrowers can be pushed into manufactured default at will.
743,Dangerous,Unilateral Covenant Tightening,FR,"durcissement unilatéral des engagements, clauses à cliquet",20,High,Permet au prêteur de durcir unilatéralement les ratios financiers en cours de prêt.,Fixer les ratios pour la durée; exiger un accord mutuel pour les modifier.,Des emprunteurs conformes peuvent être poussés en défaut fabriqué à volonté.
744,Dangerous,Unilateral Covenant Tightening,ID,"pengetatan kovenan sepihak, kovenan diskresi pemberi pinjaman",20,High,Mengizinkan pemberi pinjaman memperketat kovenan keuangan secara sepihak selama masa pinjaman.,Tetapkan tingkat kovenan untuk masa pinjaman; wajibkan kesepakatan bersama untuk mengubahnya.,Peminjam yang patuh dapat didorong ke gagal bayar buatan sesuka hati.
745,Dangerous,Mandatory Hedging at Borrower Cost,EN,"mandatory hedging, swap requirement, hedge at borrower cost, derivative tie",15,Medium,Requires buying interest-rate hedges from the lender at the borrower's expense.,Make hedging optional and allow third-party providers.,Borrower pays for products that mainly protect the lender.
746,Dangerous,Mandatory Hedging at Borrower Cost,FR,"couverture obligatoire aux frais de l'emprunteur, swap imposé",15,Medium,"Exige l'achat de couvertures de taux auprès du prêteur, aux frais de l'emprunteur.",Rendre la couverture facultative et autoriser des prestataires tiers.,L'emprunteur paie des produits qui protègent surtout le prêteur.
747,Dangerous,Mandatory Hedging at Borrower Cost,ID,"lindung nilai wajib atas biaya peminjam, kewajiban swap, derivatif terikat",15,Medium,Mengharuskan membeli lindung nilai suku bunga dari pemberi pinjaman atas biaya peminjam.,Jadikan lindung nilai opsional dan izinkan penyedia pihak ketiga.,Peminjam membayar produk yang terutama melindungi pemberi pinjaman.
748,Dangerous,Earnout Forfeiture on Termination,EN,"earnout forfeiture, lose earnout, termination forfeits, conditional payment",20,High,Forfeits the seller's entire earnout if employment ends for any reason.,Pro-rate and protect earned amounts; exclude termination without cause.,Sellers lose deferred purchase price the buyer can withhold by firing them.
749,Dangerous,Earnout Forfeiture on Termination,FR,"perte de complément de prix au départ, earnout perdu, paiement conditionnel",20,High,Fait perdre tout le complément de prix si l'emploi prend fin pour quelque raison que ce soit.,Proratiser et protéger les montants acquis; exclure le licenciement sans motif.,Les vendeurs perdent un prix différé que l'acheteur peut retenir en les licenciant.
750,Dangerous,Earnout Forfeiture on Termination,ID,"hangus earnout saat pemutusan, kehilangan earnout, pembayaran bersyarat",20,High,Menghanguskan seluruh earnout penjual jika hubungan kerja berakhir karena alasan apa pun.,Hitung proporsional dan lindungi jumlah yang sudah diperoleh; kecualikan pemutusan tanpa alasan.,Penjual kehilangan harga beli tertunda yang dapat ditahan pembeli dengan memecat mereka.
751,Dangerous,Subjective Working Capital Adjustment,EN,"working capital adjustment, subjective, post-closing adjustment, true-up",20,High,Lets the buyer adjust the price post-closing using its own discretionary figures.,Define working capital targets and methodology precisely with independent review.,The agreed price erodes via opaque post-closing recalculation.
752,Dangerous,Subjective Working Capital Adjustment,FR,"ajustement subjectif du fonds de roulement, ajustement post-clôture",20,High,Permet à l'acheteur d'ajuster le prix après clôture selon ses propres chiffres discrétionnaires.,Définir précisément les cibles et la méthodologie avec un examen indépendant.,Le prix convenu s'érode par un recalcul post-clôture opaque.
753,Dangerous,Subjective Working Capital Adjustment,ID,"penyesuaian modal kerja subjektif, penyesuaian pasca-penutupan, true-up",20,High,Mengizinkan pembeli menyesuaikan harga pasca-penutupan menggunakan angka diskresinya sendiri.,Definisikan target modal kerja dan metodologi secara tepat dengan tinjauan independen.,Harga yang disepakati tergerus lewat perhitungan ulang pasca-penutupan yang tak transparan.
754,Dangerous,Sandbagging Prohibition,EN,"anti-sandbagging, prohibition, knowledge waiver, buyer knowledge defense",15,Medium,"Bars the buyer from claiming on breaches it knew about, even if undisclosed.",Adopt a pro-sandbagging clause preserving claims regardless of knowledge.,Sellers escape liability for known problems they failed to disclose.
755,Dangerous,Sandbagging Prohibition,FR,"interdiction du sandbagging, renonciation par connaissance",15,Medium,"Empêche l'acheteur de réclamer sur des manquements connus, même non divulgués.",Adopter une clause pro-sandbagging préservant les réclamations malgré la connaissance.,Les vendeurs échappent à leur responsabilité pour des problèmes connus non divulgués.
756,Dangerous,Sandbagging Prohibition,ID,"larangan sandbagging, pelepasan karena pengetahuan, pembelaan pengetahuan pembeli",15,Medium,"Menghalangi pembeli mengklaim atas pelanggaran yang diketahuinya, meski tak diungkapkan.",Adopsi klausul pro-sandbagging yang mempertahankan klaim terlepas dari pengetahuan.,Penjual lolos dari tanggung jawab atas masalah yang diketahui namun tak diungkapkan.
757,Dangerous,Indefinite Indemnity Escrow Hold,EN,"indemnity escrow, indefinite hold, no release, escrow trap, holdback",20,High,Holds a large escrow indefinitely with no defined release schedule.,Set fixed release dates and limit holdback to a reasonable percentage.,Seller proceeds are trapped indefinitely against speculative claims.
758,Dangerous,Indefinite Indemnity Escrow Hold,FR,"séquestre d'indemnité indéfini, retenue sans libération",20,High,Conserve un séquestre important indéfiniment sans calendrier de libération défini.,Fixer des dates de libération et limiter la retenue à un pourcentage raisonnable.,Les produits du vendeur sont bloqués indéfiniment contre des réclamations spéculatives.
759,Dangerous,Indefinite Indemnity Escrow Hold,ID,"penahanan escrow indemnitas tak terbatas, holdback tanpa pelepasan",20,High,Menahan escrow besar tanpa batas waktu tanpa jadwal pelepasan yang ditentukan.,Tetapkan tanggal pelepasan dan batasi holdback pada persentase yang wajar.,Hasil penjualan terjebak tanpa batas waktu terhadap klaim spekulatif.
760,Dangerous,Forced Capital Call Dilution,EN,"capital call, forced dilution, pay-to-play, punitive dilution, down round",25,Critical,"Severely dilutes investors who cannot meet sudden, large capital calls.",Cap dilution penalties and provide reasonable participation alternatives.,Minority holders are wiped out by calls timed to force them out.
761,Dangerous,Forced Capital Call Dilution,FR,"appel de fonds forcé, dilution punitive, pay-to-play, tour baissier",25,Critical,Dilue gravement les investisseurs ne pouvant honorer des appels de fonds soudains et importants.,Plafonner les pénalités de dilution et offrir des alternatives de participation raisonnables.,Les minoritaires sont anéantis par des appels chronométrés pour les évincer.
762,Dangerous,Forced Capital Call Dilution,ID,"dilusi paksa lewat panggilan modal, dilusi hukuman, pay-to-play, putaran turun",25,Critical,Mengencerkan parah investor yang tak mampu memenuhi panggilan modal besar dan mendadak.,Batasi penalti dilusi dan sediakan alternatif partisipasi yang wajar.,Pemegang minoritas dihabisi lewat panggilan yang diatur waktunya untuk menyingkirkan mereka.
763,Dangerous,Liquidation Preference Stacking,EN,"liquidation preference, stacked preference, multiple, participating preferred",20,High,Stacks multiple participating liquidation preferences ahead of common holders.,Use a single non-participating 1x preference where possible.,Founders and common shareholders receive little or nothing on exit.
764,Dangerous,Liquidation Preference Stacking,FR,"empilement de préférences de liquidation, préférence participative multiple",20,High,Empile plusieurs préférences de liquidation participatives devant les actions ordinaires.,Utiliser une préférence simple non participative de 1x lorsque possible.,Les fondateurs et porteurs ordinaires ne reçoivent presque rien à la sortie.
765,Dangerous,Liquidation Preference Stacking,ID,"penumpukan preferensi likuidasi, preferensi partisipatif berlipat",20,High,Menumpuk beberapa preferensi likuidasi partisipatif di depan pemegang saham biasa.,Gunakan preferensi non-partisipatif 1x tunggal bila memungkinkan.,Pendiri dan pemegang saham biasa menerima sedikit atau tidak sama sekali saat exit.
766,Dangerous,Founder Vesting Reset,EN,"vesting reset, re-vesting, restart vesting, founder lock, clawback equity",20,High,"Resets founder vesting to zero on financing, risking loss of earned equity.",Credit time served and limit re-vesting to a small unvested portion.,Years of earned ownership can be clawed back at the next round.
767,Dangerous,Founder Vesting Reset,FR,"réinitialisation du vesting fondateur, redémarrage d'acquisition",20,High,"Réinitialise le vesting des fondateurs à zéro lors d'un financement, risquant la perte des actions acquises.",Créditer le temps déjà accompli et limiter le re-vesting à une faible portion non acquise.,Des années de propriété acquise peuvent être reprises au tour suivant.
768,Dangerous,Founder Vesting Reset,ID,"reset vesting pendiri, mulai ulang vesting, klawback ekuitas",20,High,"Mengatur ulang vesting pendiri ke nol saat pendanaan, berisiko kehilangan ekuitas yang sudah diperoleh.",Akui waktu yang sudah dijalani dan batasi re-vesting hanya pada porsi kecil yang belum vested.,Kepemilikan bertahun-tahun yang sudah diperoleh dapat ditarik kembali pada putaran berikutnya.
769,Dangerous,Veto Over Personal Finances,EN,"investor veto, personal finances, control founder life, broad veto, consent rights",20,High,Gives investors veto rights over founders' personal financial decisions.,Restrict veto rights to defined company matters only.,Investors gain intrusive control well beyond legitimate governance.
770,Dangerous,Veto Over Personal Finances,FR,"veto sur les finances personnelles, contrôle de la vie du fondateur",20,High,Donne aux investisseurs un droit de veto sur les décisions financières personnelles des fondateurs.,Restreindre les droits de veto aux seules questions définies de la société.,Les investisseurs obtiennent un contrôle intrusif bien au-delà de la gouvernance légitime.
771,Dangerous,Veto Over Personal Finances,ID,"veto atas keuangan pribadi, kendali hidup pendiri, hak persetujuan luas",20,High,Memberi investor hak veto atas keputusan keuangan pribadi para pendiri.,Batasi hak veto hanya pada urusan perusahaan yang ditentukan.,Investor memperoleh kendali yang mengganggu jauh melampaui tata kelola yang sah.
772,Dangerous,Unilateral Valuation Authority,EN,"valuation authority, unilateral valuation, set price, no independent appraisal",20,High,Lets one party set the valuation for buyouts or conversions unilaterally.,Require independent third-party valuation with a defined methodology.,Your stake can be priced at a fraction of fair value with no recourse.
773,Dangerous,Unilateral Valuation Authority,FR,"autorité unilatérale d'évaluation, fixation du prix sans expertise indépendante",20,High,Permet à une partie de fixer unilatéralement la valorisation des rachats ou conversions.,Exiger une évaluation indépendante par un tiers avec une méthodologie définie.,"Votre participation peut être valorisée à une fraction de sa valeur, sans recours."
774,Dangerous,Unilateral Valuation Authority,ID,"wewenang valuasi sepihak, tetapkan harga, tanpa penilaian independen",20,High,Mengizinkan satu pihak menetapkan valuasi pembelian atau konversi secara sepihak.,Wajibkan penilaian independen pihak ketiga dengan metodologi yang ditentukan.,Saham Anda dapat dinilai jauh di bawah nilai wajar tanpa upaya hukum.
775,Dangerous,Information Rights Termination,EN,"information rights, cut off reporting, no financials, blind investor",15,Medium,Lets the company cut off financial reporting to minority investors at will.,Guarantee regular financial reporting and inspection rights.,Investors are kept blind to the company's true condition.
776,Dangerous,Information Rights Termination,FR,"suppression des droits d'information, arrêt du reporting, investisseur aveugle",15,Medium,Permet à la société de couper le reporting financier aux minoritaires à volonté.,Garantir un reporting financier régulier et des droits d'inspection.,Les investisseurs sont maintenus dans l'ignorance de l'état réel de la société.
777,Dangerous,Information Rights Termination,ID,"penghentian hak informasi, putus pelaporan keuangan, investor buta",15,Medium,Mengizinkan perusahaan memutus pelaporan keuangan ke investor minoritas sesuka hati.,Jamin pelaporan keuangan rutin dan hak inspeksi.,Investor dibiarkan buta terhadap kondisi sebenarnya perusahaan.
778,Dangerous,Squeeze-Out Below Fair Value,EN,"squeeze-out, forced sale, minority squeeze, below market, compulsory buyout",25,Critical,Forces minority holders to sell their shares below fair market value.,Require fair value determined by independent appraisal for any squeeze-out.,Minority equity is confiscated cheaply with no meaningful protection.
779,Dangerous,Squeeze-Out Below Fair Value,FR,"éviction sous la valeur, vente forcée des minoritaires, rachat obligatoire",25,Critical,Force les minoritaires à vendre leurs actions sous la valeur de marché.,Exiger une valeur équitable établie par expertise indépendante pour toute éviction.,Les actions minoritaires sont confisquées à vil prix sans protection réelle.
780,Dangerous,Squeeze-Out Below Fair Value,ID,"squeeze-out di bawah nilai wajar, penjualan paksa minoritas, pembelian wajib",25,Critical,Memaksa pemegang minoritas menjual sahamnya di bawah nilai pasar wajar.,Wajibkan nilai wajar yang ditentukan penilaian independen untuk setiap squeeze-out.,Ekuitas minoritas disita dengan murah tanpa perlindungan berarti.
781,Dangerous,Unilateral Board Expansion,EN,"board expansion, pack the board, add directors, control board, dilute votes",15,Medium,Allows one party to add directors at will to seize board control.,Fix board size and composition; require supermajority to change it.,"Governance balance is overturned, sidelining other stakeholders."
782,Dangerous,Unilateral Board Expansion,FR,"expansion unilatérale du conseil, ajout d'administrateurs, prise de contrôle",15,Medium,Permet à une partie d'ajouter des administrateurs à volonté pour s'emparer du conseil.,Fixer la taille et la composition du conseil; exiger une supermajorité pour la modifier.,"L'équilibre de gouvernance est renversé, marginalisant les autres parties."
783,Dangerous,Unilateral Board Expansion,ID,"perluasan dewan sepihak, jejali dewan, tambah direktur, kuasai dewan",15,Medium,Mengizinkan satu pihak menambah direktur sesuka hati untuk merebut kendali dewan.,Tetapkan ukuran dan komposisi dewan; wajibkan suara mayoritas khusus untuk mengubahnya.,"Keseimbangan tata kelola terbalik, meminggirkan pemangku kepentingan lain."
784,Dangerous,Mandatory Conversion at Discretion,EN,"mandatory conversion, forced conversion, discretionary conversion, wipe preference",20,High,Lets the company force conversion of preferred shares at its discretion.,Tie conversion to objective triggers like a qualified IPO threshold.,Protective preferences can be erased exactly when they matter most.
785,Dangerous,Mandatory Conversion at Discretion,FR,"conversion forcée discrétionnaire, suppression des préférences",20,High,Permet à la société de forcer la conversion des actions de préférence à sa discrétion.,"Lier la conversion à des déclencheurs objectifs, comme un seuil d'introduction en bourse qualifiée.",Des préférences protectrices peuvent être effacées au pire moment.
786,Dangerous,Mandatory Conversion at Discretion,ID,"konversi wajib atas diskresi, konversi paksa, hapus preferensi",20,High,Mengizinkan perusahaan memaksa konversi saham preferen atas kebijakannya.,Kaitkan konversi pada pemicu objektif seperti ambang IPO yang memenuhi syarat.,Preferensi pelindung dapat dihapus tepat saat paling dibutuhkan.
787,Dangerous,No Reps Survival (Asymmetric),EN,"no survival, reps and warranties, asymmetric survival, expire immediately",20,High,Makes the seller's warranties expire at closing while the buyer's survive.,"Set equal, reasonable survival periods for both parties' representations.",Buyers lose recourse for breaches discovered shortly after closing.
788,Dangerous,No Reps Survival (Asymmetric),FR,"non-survie asymétrique des déclarations, expiration immédiate",20,High,Fait expirer les garanties du vendeur à la clôture tandis que celles de l'acheteur survivent.,Fixer des durées de survie égales et raisonnables pour les deux parties.,Les acheteurs perdent tout recours pour des manquements découverts après la clôture.
789,Dangerous,No Reps Survival (Asymmetric),ID,"tanpa keberlangsungan pernyataan (asimetris), kedaluwarsa seketika",20,High,Membuat jaminan penjual kedaluwarsa saat penutupan sementara jaminan pembeli tetap berlaku.,Tetapkan periode keberlangsungan yang setara dan wajar untuk pernyataan kedua pihak.,Pembeli kehilangan upaya hukum atas pelanggaran yang ditemukan tak lama setelah penutupan.
790,Dangerous,Tag-Along Exclusion,EN,"tag-along exclusion, no co-sale, minority excluded, founder sells alone",15,Medium,Lets majority holders sell while excluding minorities from the same deal.,Include tag-along rights so minorities can join sales on equal terms.,Minorities are stranded with an unwanted new controlling owner.
791,Dangerous,Tag-Along Exclusion,FR,"exclusion du droit de sortie conjointe, minoritaires écartés",15,Medium,Permet aux majoritaires de vendre en excluant les minoritaires du même accord.,Inclure des droits de sortie conjointe pour que les minoritaires participent à égalité.,Les minoritaires se retrouvent coincés avec un nouveau propriétaire de contrôle non désiré.
792,Dangerous,Tag-Along Exclusion,ID,"pengecualian tag-along, tanpa hak ikut jual, minoritas dikecualikan",15,Medium,Mengizinkan pemegang mayoritas menjual sambil mengecualikan minoritas dari kesepakatan yang sama.,Sertakan hak tag-along agar minoritas dapat ikut menjual dengan syarat setara.,Minoritas terdampar dengan pemilik pengendali baru yang tak diinginkan.
793,Dangerous,Take-or-Pay Without Cap,EN,"take-or-pay, minimum volume, pay regardless, uncapped commitment",25,Critical,Requires payment for huge minimum volumes whether or not you need the goods.,Cap the commitment and allow downward flex tied to actual demand.,You pay for product you cannot use even as your own demand collapses.
794,Dangerous,Take-or-Pay Without Cap,FR,"obligation d'enlèvement ou paiement sans plafond, volume minimum imposé",25,Critical,Exige le paiement d'énormes volumes minimaux que vous en ayez besoin ou non.,Plafonner l'engagement et permettre une flexibilité à la baisse selon la demande réelle.,Vous payez un produit inutilisable même quand votre demande s'effondre.
795,Dangerous,Take-or-Pay Without Cap,ID,"take-or-pay tanpa batas, volume minimum, bayar terlepas kebutuhan",25,Critical,Mengharuskan pembayaran volume minimum besar baik dibutuhkan atau tidak.,Batasi komitmen dan izinkan fleksibilitas turun sesuai permintaan aktual.,Anda membayar produk yang tak bisa digunakan bahkan saat permintaan Anda anjlok.
796,Dangerous,Mandatory Exclusive Sourcing,EN,"exclusive sourcing, single source, no alternative supplier, sole supply",20,High,Bars buying from any other supplier even on price spikes or shortages.,"Allow alternative sourcing on supply failure, delay, or excessive price.","You are captive to one supplier's pricing, quality, and reliability."
797,Dangerous,Mandatory Exclusive Sourcing,FR,"approvisionnement exclusif obligatoire, source unique, fournisseur exclusif",20,High,"Interdit tout achat auprès d'un autre fournisseur, même en cas de pénurie ou de flambée des prix.","Autoriser un approvisionnement alternatif en cas de défaillance, retard ou prix excessif.","Vous êtes captif du prix, de la qualité et de la fiabilité d'un seul fournisseur."
798,Dangerous,Mandatory Exclusive Sourcing,ID,"sumber eksklusif wajib, sumber tunggal, tanpa pemasok alternatif",20,High,Melarang pembelian dari pemasok lain bahkan saat harga melonjak atau kelangkaan.,"Izinkan sumber alternatif saat kegagalan pasok, keterlambatan, atau harga berlebihan.","Anda terkurung pada harga, kualitas, dan keandalan satu pemasok."
799,Dangerous,Retroactive Defect Liability,EN,"retroactive defect, past shipments, retroactive recall, backward liability",20,High,Imposes liability for defects on goods already delivered and accepted long ago.,Limit defect liability to a defined warranty window from delivery.,"Stale, closed transactions reopen as fresh, unbounded liabilities."
800,Dangerous,Retroactive Defect Liability,FR,"responsabilité rétroactive pour défauts, livraisons passées, rappel rétroactif",20,High,Impose une responsabilité pour défauts sur des biens déjà livrés et acceptés depuis longtemps.,Limiter la responsabilité à une fenêtre de garantie définie à compter de la livraison.,Des transactions anciennes et closes rouvrent en responsabilités illimitées.
801,Dangerous,Retroactive Defect Liability,ID,"tanggung jawab cacat retroaktif, pengiriman lampau, penarikan retroaktif",20,High,Membebankan tanggung jawab cacat atas barang yang sudah lama dikirim dan diterima.,Batasi tanggung jawab cacat pada jendela garansi yang ditentukan sejak pengiriman.,Transaksi lama yang sudah selesai dibuka kembali sebagai kewajiban baru tanpa batas.
802,Dangerous,Forced Tooling Transfer,EN,"tooling transfer, mold ownership, transfer tools, free tooling, IP transfer",20,High,Forces transfer of your tooling and molds to the buyer at no fair value.,Retain ownership of self-funded tooling or require fair compensation.,"Capital assets you paid for are handed over for free, enabling re-sourcing."
803,Dangerous,Forced Tooling Transfer,FR,"transfert forcé d'outillage, propriété des moules, outillage gratuit",20,High,Force le transfert de votre outillage et de vos moules à l'acheteur sans valeur équitable.,Conserver la propriété de l'outillage autofinancé ou exiger une juste compensation.,"Des actifs payés par vous sont cédés gratuitement, facilitant un changement de fournisseur."
804,Dangerous,Forced Tooling Transfer,ID,"transfer perkakas paksa, kepemilikan cetakan, serahkan perkakas gratis",20,High,Memaksa transfer perkakas dan cetakan Anda ke pembeli tanpa nilai wajar.,Pertahankan kepemilikan perkakas yang Anda biayai sendiri atau wajibkan kompensasi wajar.,"Aset modal yang Anda bayar diserahkan gratis, memudahkan pengalihan pemasok."
805,Dangerous,Currency Risk Shift to Supplier,EN,"currency risk, FX shift, exchange rate risk, supplier bears FX",15,Medium,Shifts all foreign-exchange risk onto the supplier with fixed local pricing.,Share FX risk via indexed pricing or hedging clauses.,Margins are wiped out by currency moves outside the supplier's control.
806,Dangerous,Currency Risk Shift to Supplier,FR,"transfert du risque de change au fournisseur, risque FX",15,Medium,Transfère tout le risque de change au fournisseur avec un prix local fixe.,Partager le risque de change via une indexation ou des clauses de couverture.,Les marges sont anéanties par des mouvements de change hors du contrôle du fournisseur.
807,Dangerous,Currency Risk Shift to Supplier,ID,"pengalihan risiko mata uang ke pemasok, risiko nilai tukar",15,Medium,Mengalihkan seluruh risiko nilai tukar ke pemasok dengan harga lokal tetap.,Bagi risiko nilai tukar lewat harga terindeks atau klausul lindung nilai.,Margin habis akibat pergerakan mata uang di luar kendali pemasok.
808,Dangerous,Forced Year-over-Year Price Cuts,EN,"price reduction, annual cut, forced deflation, year-over-year decrease",20,High,Mandates automatic annual price reductions regardless of cost inflation.,"Tie any price changes to objective cost indices, both up and down.",Suppliers are squeezed below cost as inputs rise but prices must fall.
809,Dangerous,Forced Year-over-Year Price Cuts,FR,"baisses de prix annuelles forcées, déflation imposée",20,High,Impose des baisses de prix annuelles automatiques sans tenir compte de l'inflation des coûts.,"Lier les variations de prix à des indices de coûts objectifs, à la hausse comme à la baisse.",Les fournisseurs sont étranglés sous le coût: les intrants montent mais les prix doivent baisser.
810,Dangerous,Forced Year-over-Year Price Cuts,ID,"pemotongan harga tahunan paksa, deflasi paksa, penurunan tiap tahun",20,High,Mewajibkan penurunan harga tahunan otomatis terlepas dari inflasi biaya.,"Kaitkan perubahan harga pada indeks biaya objektif, baik naik maupun turun.",Pemasok tertekan di bawah biaya saat input naik tetapi harga harus turun.
811,Dangerous,Mandatory Buffer Stock at Supplier Cost,EN,"buffer stock, safety stock, supplier-funded inventory, mandatory stock",15,Medium,Requires the supplier to hold and fund large buffer inventory indefinitely.,Share carrying costs and commit the buyer to purchase the buffer.,Capital is tied up in inventory the buyer may never actually order.
812,Dangerous,Mandatory Buffer Stock at Supplier Cost,FR,"stock tampon aux frais du fournisseur, stock de sécurité imposé",15,Medium,Exige que le fournisseur détienne et finance un important stock tampon indéfiniment.,Partager les coûts de portage et engager l'acheteur à acheter le tampon.,Du capital est immobilisé dans un stock que l'acheteur pourrait ne jamais commander.
813,Dangerous,Mandatory Buffer Stock at Supplier Cost,ID,"stok penyangga atas biaya pemasok, stok pengaman wajib",15,Medium,Mengharuskan pemasok menyimpan dan mendanai stok penyangga besar tanpa batas waktu.,Bagi biaya penyimpanan dan ikat pembeli untuk membeli stok penyangga.,Modal terikat dalam persediaan yang mungkin tak pernah dipesan pembeli.
814,Dangerous,Demand Forecast Liability,EN,"forecast liability, binding forecast, penalty for shortfall, forecast commitment",20,High,Makes non-binding forecasts effectively binding with penalties for shortfalls.,Keep forecasts advisory; bind only confirmed purchase orders.,Estimates intended as planning become enforceable financial commitments.
815,Dangerous,Demand Forecast Liability,FR,"responsabilité sur les prévisions, prévision contraignante, pénalité d'écart",20,High,Rend les prévisions non contraignantes effectivement contraignantes avec pénalités d'écart.,Garder les prévisions indicatives; n'engager que les commandes confirmées.,Des estimations de planification deviennent des engagements financiers exécutoires.
816,Dangerous,Demand Forecast Liability,ID,"tanggung jawab prakiraan permintaan, prakiraan mengikat, penalti kekurangan",20,High,Membuat prakiraan tak mengikat menjadi efektif mengikat dengan penalti atas kekurangan.,Jaga prakiraan tetap bersifat indikatif; ikat hanya pesanan pembelian yang dikonfirmasi.,Estimasi untuk perencanaan menjadi komitmen keuangan yang dapat dipaksakan.
817,Dangerous,Consignment Risk Without Compensation,EN,"consignment risk, unpaid stock, supplier owns risk, no payment until sold",15,Medium,Supplier bears all risk and cost of consigned stock until the buyer sells it.,Compensate carrying costs and define shrinkage and obsolescence responsibility.,Suppliers fund the buyer's shelves and absorb losses on unsold goods.
818,Dangerous,Consignment Risk Without Compensation,FR,"risque de consignation sans compensation, stock non payé",15,Medium,Le fournisseur supporte tout le risque et le coût du stock en consignation jusqu'à la vente.,Compenser les coûts de portage et définir la responsabilité des pertes et de l'obsolescence.,Les fournisseurs financent les rayons de l'acheteur et absorbent les invendus.
819,Dangerous,Consignment Risk Without Compensation,ID,"risiko konsinyasi tanpa kompensasi, stok belum dibayar, bayar setelah terjual",15,Medium,Pemasok menanggung semua risiko dan biaya stok konsinyasi sampai pembeli menjualnya.,Kompensasi biaya penyimpanan dan tetapkan tanggung jawab susut dan keusangan.,Pemasok membiayai rak pembeli dan menanggung kerugian barang tak terjual.
